tt0110476,Viktor Rakov,Anastasiya Vertinskaya,Nikolay Burlyaev,Mikhail Ulyanov,Valentin Gaft,Aleksandr Filippenko,Vladimir Steklov,Viktor Pavlov,Aleksandra Zakharova,Sergey Garmash
tt0468533,Sharif Atkins,J. August Richards,Ron Canada,Jay Acovone,Chrystee Pharris,Kimberly Arland,Taneka Johnson,Robert Pine,Colleen McGrann,Jordan Murphy
tt0468816,Guillermo Pfening,Martina Gusmán,Victoria Vescio,Gloria Torres,Juan Alonso,Marina Trapero,Carmen Chironi,Martín Trapero,Nilda Raggi,Liliana Brito
tt0471030,Kate Dickie,Tony Curran,Martin Compston,Natalie Press,Paul Higgins,Andrew Armour,Carolyn Calder,John Comerford,Jessica Angus,Martin McCardie
tt0469045,Heather Graham,Jeremy Sisto,Tess Harper,Joe Hursley,Jake Busey,Linda Hamilton,Marc Lynn,Randall Batinkoff,Michael A. Goorjian,Bianca Lawson
tt0470302,Wei Fan,Lu Huang,Hongyi Li,Yuan Nie,Jing Yang,Jingchu Zhang,,,,
tt0470283,Prasenjit Chatterjee,Konkona Sen Sharma,Chandrayee Ghosh,Shankar Chakraborty,Pallavi Chatterjee,Parambrata Chattopadhyay,Saswata Chatterjee,Tota Roy Chowdhury,Sagnik Chowdhury,
tt0469027,Pawan Kalyan,Meera Chopra,Reema Sen,Ashutosh Rana,Raja,Sanusha,Raghu Babu,Mukesh Rishi,Tanikella Bharani,Venu Madhav
tt0469641,Nicolas Cage,Michael Peña,Maria Bello,Maggie Gyllenhaal,Connor Paolo,Anthony Piccininni,Alexa Gerasimovich,Morgan Flynn,Armando Riesco,Jay Hernandez
tt0469043,Stan Harrington,David Carreno,Frank Barron,Alex Borbon,Stefanie Chapman,Michael Cole Dinelli,Joe Guarneri,Matt Maenpaa,David Meinecke,Blythe Metz
tt0470000,Lori Heuring,Scout Taylor-Compton,Chloë Grace Moretz,Geoffrey Lewis,Ben Cross,Craig Vye,Chris Jamba,Julie Rogers,Martin McDougall,Michael McCoy
tt0470705,Ashley Judd,Michael Shannon,Harry Connick Jr.,Lynn Collins,Brían F. O'Byrne,Neil Bergeron,Bob Neill,,,
tt0471646,Ishrat Ali,Abhay Bhargava,Snehal Dabi,Divya Dutta,Gulshan Grover,Zakir Hussain,Smita Jaykar,Jeeva,Ravi Kale,Goga Kapoor
tt0470614,Paresh Rawal,Irrfan Khan,Jimmy Shergill,Konkona Sen Sharma,Ratna Pathak Shah,Suhasini Mulay,Ankur Khanna,Ayesha Takia,Karan Khanna,Tinnu Anand
tt0470290,Mercedes Sampietro,Iván Carreira,Susana Tejera,José Ángel Egido,Carla Paneca,Claudia Valdes,Claudia Valdés,Esther Cardoso,Payo Linares,José Enrique Gonzatti
tt0471009,Mark Webber,Antonio Ortiz,Brendan Sexton III,Rosie Perez,Dylan Blue,Bruce MacVittie,Adrian Martinez,Bill Ladd,Joel Marsh Garland,Allen McCullough
tt0469689,Brendan Fraser,Amber Valletta,Michael Keaton,Daniel Stern,Richard Kuhlman,Alexis Cruz,Neal McDonough,William Ragsdale,Mike Hagerty,Maree Cheatham
tt0471930,Lukas Haas,Molly Parker,Adam Scott,R.H. Thomson,Wendy Crewson,,,,,
tt0469941,Péter Fancsikai,Maia Morgenstern,Gergõ Bárdi,Zsolt Dér,Dániel Szabó,Bálint Egri,Csaba Pindroch,Ervin Nagy,Áron Dimény,Péter Blaskó
tt0469897,Paul Rudd,Ken Marino,Maura Tierney,Ron Eldard,Josh Hamilton,Sarah Paulson,Lauren Ambrose,Beeson Carroll,Jack O'Connell,Shannon Barry
tt0470154,Sándor Csányi,Ildikó Tóth,Károly Eperjes,Erika Marozsán,Oleg Tabakov,Tibor Szilágyi,Ferenc Kállai,Piroska Molnár,József Madaras,Csaba Pindroch
tt0470055,Susan May Pratt,Richard Speight Jr.,Niklaus Lange,Ali Hillis,Cameron Richardson,Eric Dane,Wolfgang Raach,Alexandra Raach,Alfred Cuschieri,Kelly Wagner
tt0469102,Emily Cline,Scott Michael Foster,Rena Owen,Ozzy Benn,Alex Baker,Jaimi Paige,Charles Brin,Ron 'C' Collier II,Matt Cronk,Paul Christiensen
tt0469066,Gary Busey,Charles Durning,Tom Nowicki,Christina Carson,Cindy Taylor,Bob Lipka,Marc Macaulay,Mikki Scanlon,Toni Saladna,Rus Blackwell
tt0472175,Scott Wilson,Gerald McRaney,Jason Dolley,Ann Dowd,Bonnie Bartlett,Jordan Garrett,Kyle Chavarria,Taylor Momsen,Liberty Smith,Maura Kidwell
tt0472268,Jonny Lee Miller,Laura Fraser,Brian Cox,Sean Brown,Joseph Carney,Crawford McInally-Kier,Jan Plazalski,Niall Macgregor,Julie Austin,Morag Calder
tt0472259,Ana Claudia Talancón,Colin Hanks,Jordana Spiro,Jonathon Trent,Alex Boling,Tony Armatrading,Nicole Layson,Morgan Star,Lori Enterline,Mel Gorham
tt0473365,Damian Chapa,Cian McCormack,Joe Estevez,Rachel Hunter,Vanessa Keogh,Sharman Pickering,Rebecca Ryan,Ciara O'Brien,Ashley Dowling,Roisin Diamond
tt0473453,Michael Angarano,Illeana Douglas,Griffin Dunne,Eric Lange,Evan Ellingson,Mae Whitman,Andy Dick,Rocky Marquette,Michael Kenneth Williams,Ezra Buzzington
tt0470611,,,,,,,,,,
tt0473231,,,,,,,,,,
tt0470692,Alejo Sauras,Pilar López de Ayala,Ariadna Gil,Juan Echanove,Jorge Sanz,Javivi,Julián Villagrán,Concha Velasco,Juana Acosta,Vicente Haro
tt0469104,,,,,,,,,,
tt0472727,Nela Boudová,Jirí Vohnout,Dana Cerná,Ondrej Vetchý,Veronika Zilková,Ian Hamilton,Jitka Jezková,Jirí Mádl,Petr Jákl,Petr Ratimec
tt0473709,David Duchovny,Sigourney Weaver,Ioan Gruffudd,Judy Greer,Fran Kranz,Lindsay Sloane,Justine Bateman,Lucy Davis,Willie Garson,M.C. Gainey
tt0470732,Susan Sarandon,Ralph Fiennes,Peter Asher,Don Harvey,Chris Bauer,Monique Gabriela Curnen,Marilyn Torres,Nick Rolfe,James Rebhorn,Dominick Dunne
tt0472482,Teruyoshi Uchimura,Masakazu Mimura,Kazuki Ôtake,Golgo Matsumoto,Red Yoshida,Ryo Fukawa,Kazuki Iio,Tadahiro Aoki,Masataka Fujishige,Megumi Satô
tt0471862,Prabhas,Trisha Krishnan,Charmme Kaur,Rahul Dev,Sindhu Tolani,Mukesh Rishi,Geetha,Madhu Sharma,Kota Srinivasa Rao,Chandramohan
tt0472109,Richard de Klerk,Kyle Labine,Rebecca DeJong,Sam Easton,Robert L. Duncan,Alastair Gamble,Paul Anthony,Lucia Walters,Dax Belanger,Keith Martin Gordey
tt0472200,Gabriel Mann,Pete Postlethwaite,Emily Harrison,Diana Scarwid,Bruce McGill,Tom Bower,Ron Roggé,Val Diamond,Ed Holmes,David Barth
tt0473064,Tsuyoshi Kusanagi,Kô Shibasaki,Etsushi Toyokawa,Mao Daichi,Mitsuhiro Oikawa,Mayuko Fukuda,Hideko Yoshida,Akira Emoto,Jun Kunimura,Kôji Ishizaka
tt0470301,Yash Pandit,Manjari Fadnnis,Soumitra Chatterjee,Indrani Haldar,Nirmal Kumar Chakraborty,Sumanta Mukherjee,Debesh Roy Chowdhury,Masood Akhtar,,
tt0470521,Salman Khan,Saloni Aswani,Kapil Jhaveri,Prem Chopra,Ranjeet Bedi,Sheela Sharma,Kiran Rathod,Johny Lever,Javed Akbar,Ashok Kumar Beniwal
tt0469519,Dagney Kerr,Tank,Vincent Riverside,Ian Shelley,David Fenner,Izabella Miko,Hakan Kizilocak,Trent Ford,Maulik Pancholy,Anne Dudek
tt0470984,Siqin Gaowa,Chow Yun-Fat,Wei Zhao,Lisa Lu,Ke Shi,Wenshuo Guan,Ziwen Wang,Gang Jiao,Qingzhuo Fang,Qi Chen
tt0469987,Dagmar Manzel,Tanja Schleiff,Zvonimir Ankovic,Stephan Bissmeier,Robert Dölle,Charly Hübner,Tanja Jasmin Ilg,Amelie Kiefer,Matthias Matschke,Stefan Müller-Doriat
tt0471211,Grazyna Wolszczak,Violetta Arlak,Hanka Bielicka,Waldemar Blaszczyk,Pavel Delong,Maciej Gasiorek,Mieczyslaw Grabka,Anna Korcz,Malgorzata Koscielniak,Krzysztof Kowalewski
tt0470587,Najwa Nimri,Luis Tosar,Daniel Giménez Cacho,Aida Folch,Àlex Casanovas,Mentxu Romero,Javier Díaz,Ximena Ayala,Nora Navas,Pep Ricart
tt0472126,Armin Mueller-Stahl,Trevor Morgan,Ray Liotta,Samantha Mathis,Ron Perlman,Diana Scarwid,Julie Lott,Charles Durning,Tom Adams,Taso Papadakis
tt0471731,Ayako Kobayashi,Ichirô Ogura,Atom Shimojô,Keiko Takahashi,,,,,,
tt0470864,Annabeth Gish,Steve Guttenberg,Christine Elise,Tinarie van Wyk Loots,Robert Romanus,David DeLuise,Missi Pyle,Kevin Rahm,Larry Poindexter,Joy Gohring
tt0472043,Gerardo Taracena,Raoul Max Trujillo,Dalia Hernández,Rudy Youngblood,Jonathan Brewer,Morris Birdyellowhead,Carlos Emilio Báez,Amilcar Ramírez,Israel Contreras,Israel Ríos
tt0472118,Lolita Davidovich,Andreas Wilson,Fares Fares,Alexander Skarsgård,Julie Benz,John Larroquette,Greg Germann,Benito Martinez,John Savage,Terry Moore
tt0472582,Teresa Palmer,Frank Sweet,Sam Harris,Charles Baird,Joel Mackenzie,Marni Russo,Clementine Mellor,Sarah Hudson,Gary Sweet,Amy Schapel
tt0473074,Dreya Weber,Addie Yungmee,David De Simone,Allison Mackie,Mam Smith,Stef Tovar,Tricia Small,Paul A. Hicks,Jeff Sugarman,Kathe Mazur
tt0472156,Paddy Considine,Oscar Isaac,Valeriu Pavel Dan,Kenneth Bryans,Radha Mitchell,Danya Baryshnikov,Connor McIntyre,Derek Hutchinson,Jason Flemyng,Jordan Long
tt0473402,Malik Yoba,Louis Vanaria,Al Snow,Lord Jamar,Michael Easton,Thom Christopher,John 'Cha Cha' Ciarcia,Taimak,Punchin' Pat Nwamu,John Bianco
tt0473679,Felipe Camargo,Mel Lisboa,Sergio Marone,Ricardo Pereira,Rômulo Braga,Paulo Márcio Arapuan,Alexandre Vasconcelos,Roberta Maia,Odilon Esteves,Alexandre Sena
tt0473371,Nick Alexandrides,Jeffrey Alvarez,Zaire Baptiste,DeRon Brigdon,Lamar Brown,Austin Dancy,Ernest Dancy,Sheila Dancy,Shaan Davis,Octavia Faison
tt0473488,Robert Downey Jr.,Rosario Dawson,Shia LaBeouf,Dianne Wiest,Melonie Diaz,Laila Liliana Garro,Eleonore Hendricks,Adam Scarimbolo,Peter Anthony Tambakis,Channing Tatum
tt0473707,Nils Jørgen Kaalstad,Mikkel Bratt Silset,Edward Schultheiss,Henrik Mestad,Ingrid Bolsø Berdal,Anna Bache-Wiig,Ronnie Baraldsnes,Christin Borge,Terje Brevik,Fredrik Stenberg Ditlev-Simonsen
tt0473502,Kevin Corrigan,Ebon Moss-Bachrach,Xander Berkeley,David Wike,Clea DuVall,Margo Martindale,Michael Gaston,Bill Nunn,Veanne Cox,Lisa Emery
tt0475241,Batzul Khayankhyarvaa,Tsetsegee Byamba,Banzar Damchaa,Tserendarizav Dashnyam,Dugarsuren Dagvadorj,Uuriintuya Enkhtaivan,Otgontogos Namsrai,Gereisukh Otgon,Bat-Erdene Damdinsuren,
tt0475394,Jeremy Piven,Ryan Reynolds,Ray Liotta,Joseph Ruskin,Alex Rocco,Wayne Newton,Ben Affleck,Peter Berg,Martin Henderson,Common
tt0475365,Susane Lee,Derek Mio,Chil Kong,Jae Suh Park,Mi-Sun Choi,Leonard Wu,Sumy Ahn,Eusook Ahn,Kwang Hee Bae,Christine Cha
tt0475331,Joseph Kaiser,Amy Carson,Ben Davis,Silvia Moi,René Pape,Lyubov Petrova,Tom Randle,Liz Smith,Teuta Koço,Louise Callinan
tt0475378,Allena Bilodeau,Lash Dooley,Eleanor Drew,Nate Dudley,Hugh Hannah,Eli Harris,Patrick Mckensie,Peter Rizzuto,Krista Robinson,Shalandis Wheeler Smith
tt0475317,David Kross,Jenny Elvers,Erhan Emre,Oktay Özdemir,Kida Khodr Ramadan,Arnel Taci,Kai Michael Müller,Hans Löw,Jan Henrik Stahlberg,Amy Mußul
tt0475380,Holly Aird,Eileen Atkins,Hugh Bonneville,Tom Hardy,Douglas Hodge,Adrian Lester,Andrew Lincoln,Ewan McGregor,Gina McKee,Elle Mckenzie
tt0475390,David Harbour,Reg Rogers,Alexander Chaplin,Chris Bowers,David Alan Basche,Mark Feuerstein,Samrat Chakrabarti,Rosemarie DeWitt,Molly Shannon,Elizabeth Reaser
tt0475276,David Alan Basche,Olivia Thirlby,Liza Colón-Zayas,J.J. Johnson,Gary Commock,Polly Adams,Opal Alladin,Starla Benford,Trish Gates,Nancy McDoniel
tt0475217,Dominique Swain,Michael Madsen,Louis Gossett Jr.,James Russo,Colleen Porch,Scott Whyte,Michelle Lombardo,Kristen Miller,Christopher Backus,Johann Urb
tt0475393,Philip Winchester,Cloudia Swann,Jesper Christensen,Lin Blakley,Joseph Fisher,Tina Heath,Grace Kingslene,Jamie Kristian,Emily Ormiston,
tt0474622,Daniel Hendler,Julieta Díaz,Arturo Goetz,Eloy Burman,Adriana Aizemberg,Jean Pierre Reguerraz,Dmitry Rodnoy,Luis Albornoz,Darío Lagos,Damián Dreizik
tt0474776,Josh Austin,Twila Behrends,Thomas Crnkovich,Tracy Dali,Stephan Early,Rob Findlay,Kimberly Fox,Celeste Goodwin,Annabella Gutman,Anthony Harris
tt0474865,Colm Meaney,Alberta Watson,Graham Greene,Jack Knight,Cliff Saunders,Joe Pingue,Bruce McFee,Keir Gilchrist,Erik Knudsen,Deborah Grover
tt0473490,Il-seob Baek,Tae-Hyun Cha,Jae-Hyun Cho,Cha In-pyo,Lee Kan-Hee,Eung-soo Kim,Sang-Jung Kim,Young-Sun Kim,Han-wi Lee,Min-Young
tt0473444,Chow Yun-Fat,Gong Li,Jay Chou,Ye Liu,Dahong Ni,Junjie Qin,Man Li,Jin Chen,Aaron C. Shang,Liam O'Brien
tt0473492,Filip Peeters,Els Olaerts,Kyoko Scholiers,Emile Van Hamme,Axel Daeseleire,Peter Bolhuis,Veerle Dejonghe,Carl Ridders,Ossyane El Hassouni,Ali Wauters
tt0473797,Yves Réjasse,Paul Vecchiali,Frédéric Norbert,Sydney Ferreira,Mehdi Hachemi,Serge Feuillard,Béatrice Bruno,,,
tt0473333,Gary Oldman,Virginie Ledoyen,Paddy Considine,Aitana Sánchez-Gijón,Jon Ariño,Kandido Uranga,Andrés Gertrúdix,Álex Angulo,Savitri Ceballos,Patxi Bisquert
tt0474312,Jean-Pierre Darroussin,Valérie Stroh,Amandine Jannin,Anne Canovas,Nathalie Richard,Hippolyte Girardot,Laurence Roy,Alain Libolt,Aristide Demonico,Michèle Ernou
tt0475224,Michel Piccoli,Bulle Ogier,Ricardo Trêpa,Leonor Baldaque,Júlia Buisel,Lawrence Foster,,,,
tt0474743,Cecilia Roth,Martín Piroyansky,Juan Pablo Garaventa,Nicolás Condito,Juan Minujín,María Fernanda Callejón,Carolina Valverde,Clara Hails,Emanuel Zaldúa,Lucila Brea
tt0476148,Demet Evgar,Tamer Karadagli,Levent Üzümcü,Arda Kural,Engin Hepileri,Berrak Tüzünataç,Mine Çayiroglu,Elif Dagdeviren,Damla Basak,Yildirim Öcek
tt0476884,John Abraham,Nana Patekar,Sonali Kulkarni,Sameera Reddy,Shivaji Satam,Nassar Abdulla,Kurush Deboo,Smita Jaykar,Sanjay Dutt,Priyanka Chopra Jonas
tt0475659,Daniel Guzmán,Manuel Lozano,Fernando Fernán Gómez,Verónica Sánchez,Phyllida Law,Diana Palazón,Manuel Millán,Víctor Mosqueira,María Blanco-Fafián,Marta Solaz Cruz
tt0476519,Richard Wilson,Robin McLeavy,Emma Lung,Nicholas Donaldson,Mike Booth,Victoria Thaine,Paul Bishop,Lia Mice,Tamara Bell,Renae Collett
tt0477640,David La Haye,Leah Pinsent,Napakpapha Nakprasitte,Michael Ironside,Mohan Agashe,Marcello Bezina,Christine Lan,Jennifer Marcil,Ayana O'Shun,
tt0477731,Nantarat Sawaddikul,Jaruchai Iamaram,Sophon Pukanok,Jenjira Pongpas,Arkanae Cherkam,Sakda Kaewbuadee,Nu Nimsomboon,Wanna Wattanajinda,Sin Kaewpakpin,Putthithorn Kammak
tt0476805,Paresh Rawal,Om Puri,Riteish Deshmukh,Reema Sen,Rajpal Naurang Yadav,Sudha Chandran,Govardhan Asrani,Shakti Kapoor,Arbaaz Khan,Innocent Vareed Thekkethala
tt0477477,András Lovasi,Ildikó Tóth,Béla Ficzere,Annamária Láng,Frigyes Hollósi,Éva Naszladi,Tilo Werner,Kati Lázár,Sándor Petróczy,Patricia Kovács
tt0476992,Louise Fletcher,Cicely Tyson,Julie Brown,Lea DeLaria,Jo Anderson,,,,,
tt0476729,Emraan Hashmi,Udita Goswami,Dino Morea,Tara Sharma,Rajat Bedi,Till Dilumière,Hendrik Greis,Ameya Hunaswadkar,James Loughnane,Swaylee Loughnane
tt0477038,Isabelle Menke,Hans-Jochen Wagner,Amber Bongard,Trystan Pütter,Elisa Seydel,Ilie Nastase,Ursula Renneke,Devid Striesow,Stefan Kriekhaus,Sülke Pierach
tt0477029,Michael Weston,Katharine Towne,Spence Decker,Madeline Zima,Emma Phillips-Strain,Cat Del Re,Jason Henning,Orlando Jones,Ted Kuenz,Brian D. Phelan
tt0475179,Shawn Lee,Ashley Leong,Joshua Ang,Yiliang Huang,Jack Neo,Yun Xiang,Johnny Ng,Selena Tan,Tony Koh,Fish Chaar
tt0476967,Kadeem Hardison,Anne Ramsay,Judah Friedlander,Tiger Darrow,Orlando Storm Smart,John Anderson,Ian Christopher Blake,Michael D. Conway,Ricardo Diaz,Chris Doubek
tt0477273,Alberto Amarilla,María Ruiz,Félix Gómez,Raúl Arévalo,Fran Perea,Marta Nieto,Mario Casas,Antonio Garrido,Berta de la Dehesa,Victor Perez
tt0476576,Gabino Rodríguez,Sofía Espinosa,Ricardo Polanco,Alejandro Calva,Iyantú Fonseca,Silverio Palacios,Ximena Ayala,Arcelia Ramírez,María de los Ángeles Ayuso,Alicia del Lago
tt0476419,Angjiuk Jonathansen Bianco,Julian Ferro,Joi Johannsson,Pele Kristiansen,Bruno Stori,,,,,
tt0477139,Patrick Fugit,Shea Whigham,Tom Waits,Will Arnett,Abraham Benrubi,Leslie Bibb,Mark Boone Junior,Cameron Bowen,Clayne Crawford,Chase Ellison
tt0476298,Magaly Solier,Carlos J. de la Torre,Yiliana Chong,Juan Ubaldo Huamán,Melvin Quijada,Vicento Llauca Trejo,Kike Ortiz,Hermelinda Luján,Enriqueta Valdiviano,Eliazar Aquino
tt0476965,Katja Riemann,Ulrich Noethen,Hannah Herzsprung,Josef Mattes,Volker Bruch,Alexander Held,Juliane Köhler,Martin Feifel,Timo Dierkes,Bernhard Baier
tt0477392,Brian F. Durkin,Jason Leith,Richard Tillman,Toby Keith,Leland L. Jones,Kelly Preston,Jeff Portell,Lindsey Haun,Greg Clarkson,Tess Harper
tt0477278,Konstantin Khabenskiy,Vadim Ermilov,Ekaterina Guseva,Anna Kovalchuk,Natalya Kruglova,Olga Shuvalova,Andrey Zibrov,,,
tt0477323,Renata Litvinova,Aleksandr Yatsenko,Dmitriy Dyuzhev,Nikita Mikhalkov,Inga Strelkova-Oboldina,Valentin Kuznetsov,Sergey Makovetskiy,Mark Rudinshtejn,Marina Solopchenko,Mariya Nikiforova
tt0476999,Mirjana Karanovic,Marija Skaricic,Ljubica Jovic,Andrea Zogg,Pablo Aguilar,Zdenko Jelcic,David Imhoof,Sebastian Krähenbühl,Oliver Zgorelec,Annette Wunsch
tt0476676,Uli Auliani,Butet Kertaradjasa,Epy Kusnandar,El Manik,Ariyo Wahab,Wawan Wanisar,,,,
tt0477095,James McAvoy,Alice Eve,Rebecca Hall,Joseph Friend,James Gaddas,Catherine Tate,Mark Gatiss,Robert Cawsey,Rasmus Hardiker,Guy Henry
tt0477472,Colin Friels,Bojana Novakovic,Vince Colosimo,Linal Haft,Angie Milliken,Anthony Simcoe,Brian Harrison,Bruce Spence,Anh Do,Chris Haywood
tt0476861,Mahima Chaudhry,Tabu,Sanjay Dutt,Chandrachur Singh,Rahul Dev,Fakhar E. Alam,Shyam Awasthi,Yusuf Baba,Rana Jung Bahadur,Rakesh Bedi
tt0477647,Anh Do,Angus Sampson,Lisa Saggers,Tom Simmons,Brett MacDouall,Claudia Karvan,Hien Nguyen,Kevin Vo,Jason McGoldrick,Steven Rooke
tt0477459,Michèle Forbes,Owen Roe,Aidan Kelly,Aonghus Og McAnally,Rory Keenan,Sara James,Gemma Reeves,Doreen Keogh,Jack Glennane,Aine Darcy
tt0476643,Ohad Knoller,Yousef 'Joe' Sweid,Daniella Wircer,Alon Friedman,Zohar Liba,Tzion Baruch,Oded Leopold,Ruba Blal,Shredi Jabarin,Yael Zafrir
tt0475932,Alethea Allen,Justin Campbell,Ivan Martin,Yann Sobezynski,Irma St. Paule,Emmet Judson Williamson,,,,
tt0476678,Sergio Basañez,Julio Bracho,Tony Dalton,Dolores Heredia,Rafael Inclán,Guillermo Larrea,Ofelia Medina,Gina Morett,Monika Munoz,Silvia Navarro
tt0477331,Michaël Abiteboul,Lola Dueñas,Carmen Machi,Lucienne Deschamps,Victoria Sáez,Saeed Khan,Jacky Nercessian,Jean Fornerod,Alain Rimoux,Eric Peuvrel
tt0478033,Izabella Miko,Lesley Ann Warren,Ben Gazzara,Paula Garcés,Costas Mandylor,Matt Newton,Ashley Marie Talarico,George Morafetis,Andrea Langi,Peter Patrikios
tt0476195,Javier Albalá,Pepi Cabaleiro,Jesús Cabrero,César Cambeiro,Sergio Canosa,Patricia Castro,Domingo de Luis,Atilano Franco,Casilda García,Domingo Luis García
tt0476681,Alex van Warmerdam,Ariane Schluter,Jaap Spijkers,Mark Rietman,Thekla Reuten,Kees Prins,Pierre Bokma,Porgy Franssen,Lyne Renée,Waldemar Kobus
tt0478002,Marie-Josée Croze,Julie Depardieu,Nicolas Rossier,Christophe Sermet,Edmée Croset,Silvia Barreiros,Juan-Antonio Crespillo,Candice Frischer,Aurelie Patriarca,Robin Torrent
tt0479046,Winson '2Pac' Jean,Wyclef Jean,James 'Bily' Petit Frère,Éleonore 'Lele' Senlis,,,,,,
tt0478687,Alba Gaïa Bellugi,Stéphane Freiss,Maria de Medeiros,Yolande Moreau,Benjamin Ramon,Lauriane Sire,Olivier Cruveiller,Virgil Leclaire,Daniel Znyk,Jean-Paul Rouvray
tt0478366,Pakak Innuksuk,Leah Angutimarik,Neeve Irngaut,Natar Ungalaaq,Samueli Ammaq,Peter-Henry Arnatsiaq,Catherine Alaralak,Abraham Ulayuruluk,Jens Jørn Spottag,Kim Bodnia
tt0479027,Bruce Marchiano,Peter Husmann,Sierra Wingert,James Wong,Austin Kemie,Cole Barager,Peggy Lord Chilton,Sandra Staggs,Patricia Place,Frederick Stuart
tt0478978,Caio Blat,Daniel de Oliveira,Léo Quintão,Odilon Esteves,Ângelo Antônio,Cássio Gabus Mendes,Marku Ribas,Murilo Grossi,Renato Parara,Marcelia Cartaxo
tt0478262,Steve Anderson,Ryan Bott,Clark Bullen,Tracy Garner,Tim Hade,Joey Jalalian,Ray James,Cherie Julander,Steve Luna,Rick Macy
tt0478719,Albert Dupontel,Jérémie Renier,Claude Rich,Mélanie Doutey,Jackie Berroyer,Claire Nebout,Carlo Brandt,Christophe Odent,Patrick Catalifo,Florence Thomassin
tt0478829,Fabrizio Borsani,Bruno Ganz,Teo Gheorghiu,Julika Jenkins,Urs Jucker,Eleni Haupt,Kristina Lykowa,Tamara Scarpellini,Daniel Rohr,Norbert Schwientek
tt0478968,Andrew Baglini,Mark Schroeder,Noelle Meixell,Andrew Sammaciccia,Jody Seymour,Bart Mallard,Matthew Petrilla,Katie Fitzpatrick,Jake Voigtsberger,Colin Hartzell
tt0478237,Brooklyn Sudano,Robert Loggia,Faye Dunaway,Khandi Alexander,Giancarlo Esposito,Bret Anthony,Austin Chittim,Juli Erickson,Katie Fountain,Lainie Frasier
tt0478548,Jules Sitruk,Damien Jouillerot,Jonathan Demurger,Pierre Derenne,César Domboy,Jules-Angelo Bigarnet,Raphaël Fuchs-Willig,Clément Chebli,Richard Berry,Rufus
tt0479042,Joe Arquette,Patrícia Mota,Telana Lynum,Maurizio Rasti,Mark Wystrach,Farrah Assadi,David A. Cooper,Diane Davisson,Barbara Dow,Dex Franco
tt0479299,Juana Hidalgo,Beatriz Spelzini,Pepe Novoa,Mariana Levy,José Manuel Espeche,Adriana Salonia,José Luis Alfonzo,Manuel Novoa,Lia Chapman,Raquel Casal
tt0478714,Lazar Ristovski,Bojana Novakovic,Petar Bozovic,Tihomir Arsic,Nebojsa Glogovac,Nebojsa Milovanovic,Slavko Stimac,Dragan Jovanovic,Mira Banjac,Viktor Savic
tt0479230,Carlos Iglesias,Javier Gutiérrez,Nieve de Medina,Isabel Blanco,Iván Martín,Tim Frederic Quast,Eloísa Vargas,Aldo Sebastianelli,Ángela del Salto,Fely Manzano
tt0479143,Sylvester Stallone,Antonio Tarver,Milo Ventimiglia,Burt Young,Geraldine Hughes,Tony Burton,A.J. Benza,James Francis Kelly III,Talia Shire,Lou DiBella
tt0479304,Manuel Callau,Claudio Corbelli,Lautaro Delgado,Prakriti Maduro,Esteban Meloni,Romina Paula,Axel Pauls,,,
tt0479275,William Hurt,Rita Wilson,Brett Davern,David Call,Michelle Trachtenberg,Hale Appleman,Tom McCarthy,Julianna Margulies,Matt Servitto,Margaret Harth
tt0479162,Michael Rapaport,Paul Blackthorne,Josh Peck,Robert Baker,Jack Kehler,Alexandra Holden,Ian Bohen,Christopher Darga,Michael Shamus Wiles,Erich Anderson
tt0478732,Aleksey Chadov,Jacques Gamblin,Kseniya Gromova,Marina Kim,Andrey Astrakhantsev,Roman Zhilkin,Boris Cherdyntsev,Larisa Vamurova,Evgeniy Slavskiy,Nikolay Smirnov
tt0479725,Eddie Garcia,Christopher De Leon,Dennis Trillo,Boots Anson-Roa,Mark Herras,Jennylyn Mercado,Pauleen Luna,Polo Ravales,Tin Arnaldo,January Isaac Bodlovic
tt0479965,Nick Nolte,Trevor Morgan,Timothy Hutton,Rosemarie DeWitt,Thomas Schall,Paul Urcioli,Johnathan Tchaikovsky,Noah Fleiss,Sonia Feigelson,James Ponsoldt
tt0479873,Theodore Bouloukos,Michael Burke,Jono Mainelli,Bryan Safi,Todd Verow,,,,,
tt0479098,Joe Coleman,Robert Cucuzza,Jefferson Mays,Lara Milian,,,,,,
tt0479942,Daniel Travis,Justine Eyre,Tim Ware,Steve DuMouchel,Karla Osella,Brett Rice,Cheryl Graham,Ethan S. Smith,,
tt0480904,Pooja Kumar,Madhur Jaffrey,Deep Katdare,Madelaine Massey,Kunal Sharma,Stu Richel,Olivia Ordway Guerrieri,Norm Golden,Ajay Naidu,Anar Vilas
tt0481544,Jason Barry,Russell Wong,Roddy Piper,Remy Bonjasky,Linda Park,Masakatsu Funaki,Fuyuhiko Nishi,Joanna Pacula,Don Frye,Rener Gracie
tt0480048,Brad Hallowell,Gregory J. Lucas,Hilary Mann,Michael John Dion,Charles Ard,Jennifer Stackpole,Mindy Hersh,Nathan Johnson,Theodore Bouloukos,Gregg Anderson
tt0480057,Josef Bierbichler,Sibel Kekilli,Hanna Schygulla,Philipp Hochmair,Anna Schudt,Johann von Bülow,André Hennicke,Brigitte Hobmeier,Aloysius Itoka,Stephan Bissmeier
tt0481581,Kelli Hollis,James Foster,Michael Taylor,Holly Kenny,Jake Hayward,Ramon Tikaram,Qasim Akhtar,Sarah Byrne,Shobu Kapoor,Harmage Singh Kalirai
